id,name,subject,qualification,experience,schoolId,classes,phone,salary,joiningDate
195,Mrs. Khushi Pradhan,English,B.Ed,1 years,14,"[""Class 1"", ""Class 6""]",9497902942,66719,2024-06-26
196,Ms. Abhinav Senapati,Mathematics,B.A,24 years,14,"[""Class 6"", ""Class 3"", ""Class 1""]",9540735253,76721,2001-08-01
197,Mr. Krishna Barik,Computer Science,B.Ed,3 years,14,"[""Class 1"", ""Class 2"", ""Class 7""]",9864621221,25229,2002-11-13
198,Mr. Kavya Parida,Computer Science,M.A,6 years,14,"[""Class 9"", ""Class 2""]",9288885125,80162,2015-06-24
199,Ms. Yash Das,Computer Science,B.Ed,19 years,14,"[""Class 1"", ""Class 1"", ""Class 2"", ""Class 7""]",9299475582,31619,2005-06-30
200,Mr. Shanaya Lenka,Hindi,M.Sc,23 years,14,"[""Class 10"", ""Class 5"", ""Class 2""]",9305537788,32467,2017-07-21
201,Mr. Inaya Samantaray,English,B.A,18 years,14,"[""Class 5"", ""Class 4"", ""Class 10"", ""Class 2""]",9882402466,42076,2003-04-01
202,Mr. Myra Singh,English,M.Sc,10 years,14,"[""Class 2"", ""Class 1"", ""Class 9""]",9898160503,60388,2001-09-07
203,Ms. Aarav Sahoo,English,M.Sc,10 years,14,"[""Class 2"", ""Class 6"", ""Class 2""]",9524290696,80507,2008-01-28
204,Ms. Darsh Jena,Social Science,M.Sc,3 years,14,"[""Class 6"", ""Class 7"", ""Class 7"", ""Class 9""]",9114265245,51121,2019-01-23
205,Mrs. Harsh Sahoo,Social Science,M.A,10 years,14,"[""Class 1"", ""Class 6"", ""Class 9""]",9991420823,28977,2023-05-13
206,Mrs. Raghav Sahu,Odia,M.Sc,12 years,14,"[""Class 2"", ""Class 3"", ""Class 10""]",9282433824,45845,2018-11-19
207,Mrs. Atharv Patra,Science,B.A,2 years,14,"[""Class 10"", ""Class 5"", ""Class 10""]",9188543684,74968,2006-01-10
208,Mr. Reyansh Pradhan,Social Science,B.Sc,10 years,14,"[""Class 6"", ""Class 10"", ""Class 4"", ""Class 3""]",9850164771,36901,2018-12-03
209,Mrs. Daksh Rout,Science,B.A,1 years,14,"[""Class 4"", ""Class 2""]",9767417701,50047,2015-04-30
210,Ms. Yash Barik,Computer Science,B.A,17 years,14,"[""Class 8"", ""Class 4"", ""Class 8""]",9286798869,61790,2010-09-14
211,Mr. Aarav Panda,Hindi,B.Ed,3 years,15,"[""Class 4"", ""Class 7"", ""Class 3""]",9778396539,44987,2018-12-27
212,Ms. Harsh Kar,English,M.A,19 years,15,"[""Class 2"", ""Class 2""]",9541036268,65086,2018-02-12
213,Mr. Raghav Parida,Odia,B.Sc,5 years,15,"[""Class 2"", ""Class 6"", ""Class 3""]",9230976139,80907,2013-10-30
214,Mrs. Aryan Nayak,Social Science,M.A,6 years,15,"[""Class 6"", ""Class 9"", ""Class 7""]",9976977861,47461,2002-09-15
215,Mr. Raghav Behera,Hindi,B.Sc,5 years,15,"[""Class 6"", ""Class 3"", ""Class 5"", ""Class 3""]",9423361421,59211,2023-01-21
216,Ms. Prisha Mohanty,Mathematics,B.A,24 years,15,"[""Class 4"", ""Class 1"", ""Class 5""]",9123633601,47323,2006-07-09
217,Ms. Navya Samantaray,Social Science,B.A,9 years,15,"[""Class 2"", ""Class 4"", ""Class 7"", ""Class 9""]",9778511039,64363,2012-08-25
218,Mr. Shanaya Barik,Odia,B.A,12 years,15,"[""Class 8"", ""Class 8""]",9895222483,79627,2012-11-25
219,Ms. Raghav Pradhan,Hindi,M.A,10 years,15,"[""Class 9"", ""Class 3""]",9575024839,66022,2016-09-03
220,Mrs. Aryan Lenka,Science,M.A,14 years,15,"[""Class 9"", ""Class 2"", ""Class 3""]",9846913729,28325,2007-04-04
221,Ms. Aryan Pradhan,Science,B.Ed,16 years,15,"[""Class 6"", ""Class 4""]",9830797493,41347,2022-04-04
222,Mr. Divyansh Kar,English,M.A,9 years,15,"[""Class 8"", ""Class 9"", ""Class 8""]",9158253656,33530,2009-02-10
223,Mr. Navya Singh,Science,M.Sc,9 years,16,"[""Class 5"", ""Class 1"", ""Class 3"", ""Class 6""]",9993120055,49807,2006-08-24
224,Mrs. Aanya Biswal,Social Science,B.Ed,12 years,16,"[""Class 1"", ""Class 2"", ""Class 4""]",9651861114,76190,2016-04-08
225,Mrs. Vihaan Das,Computer Science,M.A,14 years,16,"[""Class 3"", ""Class 3""]",9223794193,56558,2002-12-19
226,Mr. Khushi Senapati,Odia,M.Sc,12 years,16,"[""Class 4"", ""Class 9"", ""Class 1""]",9643467802,35957,2023-01-26
227,Mrs. Navya Singh,Social Science,B.Sc,18 years,16,"[""Class 8"", ""Class 7"", ""Class 4""]",9206658668,69099,2021-08-02
228,Mr. Yash Das,Mathematics,M.Sc,17 years,16,"[""Class 5"", ""Class 9"", ""Class 4"", ""Class 2""]",9892682770,76622,2006-03-30
229,Mrs. Darsh Behera,Social Science,M.A,24 years,16,"[""Class 4"", ""Class 9"", ""Class 9"", ""Class 9""]",9300516409,28161,2024-01-05
230,Ms. Darsh Dash,Hindi,B.A,23 years,16,"[""Class 9"", ""Class 7"", ""Class 7"", ""Class 8""]",9667214448,65010,2015-10-27
231,Mrs. Aadhya Barik,Hindi,M.Sc,17 years,16,"[""Class 7"", ""Class 4"", ""Class 1""]",9977504244,42408,2022-12-14
232,Ms. Arnav Maharana,Hindi,B.Sc,18 years,16,"[""Class 7"", ""Class 1"", ""Class 7""]",9463502818,46937,2001-02-08
233,Ms. Arjun Maharana,Social Science,M.A,7 years,16,"[""Class 9"", ""Class 3""]",9793547401,65287,2014-05-21
234,Mr. Aryan Mohanty,Social Science,B.A,12 years,16,"[""Class 2"", ""Class 3""]",9543722835,83598,2006-03-01
235,Ms. Daksh Patra,Odia,B.Sc,12 years,16,"[""Class 7"", ""Class 5""]",9146387528,45348,2006-06-26
236,Mr. Samarth Sahu,English,B.Sc,5 years,17,"[""Class 5"", ""Class 2""]",9905007984,77107,2011-07-19
237,Mrs. Prisha Behera,Science,M.Sc,13 years,17,"[""Class 9"", ""Class 3""]",9822385301,37457,2001-02-27
238,Mr. Yash Maharana,Odia,B.Sc,2 years,17,"[""Class 5"", ""Class 3"", ""Class 3""]",9740427565,68624,2022-11-23
239,Ms. Saanvi Panda,Computer Science,B.Sc,3 years,17,"[""Class 8"", ""Class 1"", ""Class 3""]",9895555106,78123,2019-10-05
240,Mr. Navya Tripathy,Mathematics,M.A,16 years,17,"[""Class 8"", ""Class 6""]",9710645278,36815,2018-08-30
241,Ms. Dev Samantaray,Odia,B.Ed,21 years,17,"[""Class 7"", ""Class 8""]",9103992990,43942,2024-04-26
242,Mr. Divyansh Tripathy,Social Science,B.Ed,3 years,17,"[""Class 2"", ""Class 4""]",9842242106,58259,2003-04-07
243,Ms. Jai Barik,Social Science,B.Sc,13 years,17,"[""Class 6"", ""Class 8""]",9726659505,81562,2006-06-12
244,Ms. Jai Naik,Computer Science,B.Sc,22 years,17,"[""Class 2"", ""Class 7""]",9801151170,36701,2000-10-21
245,Mr. Anaya Singh,Science,B.A,24 years,17,"[""Class 6"", ""Class 3"", ""Class 1""]",9600443180,73629,2009-08-08
246,Ms. Pihu Mishra,English,M.Sc,12 years,17,"[""Class 8"", ""Class 2"", ""Class 9""]",9378997434,49051,2006-09-15
247,Ms. Aarav Jena,Mathematics,B.Ed,7 years,17,"[""Class 6"", ""Class 2""]",9495410186,26103,2015-08-11
248,Mr. Vedant Lenka,Computer Science,B.Ed,22 years,17,"[""Class 4"", ""Class 9"", ""Class 1"", ""Class 8""]",9833785957,56233,2007-05-20
249,Mr. Sai Samantaray,Science,B.Sc,9 years,17,"[""Class 5"", ""Class 3""]",9722858308,54995,2009-06-28
250,Ms. Om Mishra,Hindi,B.A,3 years,17,"[""Class 10"", ""Class 10"", ""Class 9""]",9345868092,32007,2012-12-18
251,Mr. Abhinav Dash,Odia,B.A,14 years,18,"[""Class 9"", ""Class 10"", ""Class 2"", ""Class 8""]",9108063648,35049,2007-06-22
252,Mrs. Aadhya Jena,English,M.Sc,8 years,18,"[""Class 1"", ""Class 1"", ""Class 6""]",9255127298,59711,2008-05-03
253,Ms. Aryan Naik,Science,M.Sc,14 years,18,"[""Class 1"", ""Class 7""]",9627030698,42186,2016-06-07
254,Ms. Vedant Kumar,Science,M.Sc,20 years,18,"[""Class 4"", ""Class 3"", ""Class 7""]",9116129841,67236,2015-06-12
255,Mr. Ishaan Nayak,Hindi,B.Sc,15 years,18,"[""Class 6"", ""Class 3""]",9977238018,54219,2001-01-12
256,Mrs. Yash Patel,English,B.A,10 years,18,"[""Class 10"", ""Class 5"", ""Class 1""]",9256725140,77155,2001-11-05
257,Mr. Aryan Kar,Hindi,B.A,11 years,18,"[""Class 4"", ""Class 1"", ""Class 10"", ""Class 6""]",9790505657,30387,2022-09-30
258,Mr. Dev Nayak,Mathematics,B.Sc,1 years,18,"[""Class 9"", ""Class 4""]",9862407970,35330,2006-09-19
259,Ms. Aanya Sharma,English,M.Sc,14 years,18,"[""Class 1"", ""Class 3"", ""Class 4"", ""Class 5""]",9153065644,54039,2004-11-12
260,Ms. Harsh Tripathy,Hindi,M.A,18 years,18,"[""Class 2"", ""Class 8"", ""Class 2"", ""Class 7""]",9710807773,70964,2013-07-13
261,Mr. Aarav Pradhan,Mathematics,B.A,14 years,18,"[""Class 10"", ""Class 7"", ""Class 1"", ""Class 2""]",9793606648,73356,2009-02-17
262,Ms. Aarav Sahu,Social Science,B.A,8 years,18,"[""Class 10"", ""Class 3"", ""Class 3""]",9550695041,84905,2010-06-01
263,Mr. Aditya Barik,Social Science,B.Ed,11 years,18,"[""Class 3"", ""Class 8""]",9487597466,42960,2016-08-04
264,Mrs. Samarth Lenka,Science,M.A,21 years,18,"[""Class 1"", ""Class 4"", ""Class 6""]",9101829992,37183,2012-10-26
265,Ms. Arnav Pradhan,Computer Science,M.A,5 years,18,"[""Class 9"", ""Class 4"", ""Class 2"", ""Class 1""]",9904213853,50622,2017-11-12
266,Ms. Prisha Swain,Science,B.A,20 years,18,"[""Class 10"", ""Class 3"", ""Class 10""]",9316802269,81814,2023-10-07
267,Ms. Shivansh Lenka,Science,B.Sc,13 years,18,"[""Class 7"", ""Class 3"", ""Class 10"", ""Class 2""]",9164099031,74605,2021-05-13
268,Mrs. Harsh Sahu,Social Science,B.Sc,4 years,18,"[""Class 8"", ""Class 5""]",9397477911,75338,2008-07-25
269,Mrs. Aarav Mohanty,Mathematics,B.A,23 years,19,"[""Class 5"", ""Class 9"", ""Class 8"", ""Class 2""]",9176886203,70262,2018-08-07
270,Mr. Samarth Patel,Computer Science,B.A,5 years,19,"[""Class 4"", ""Class 9"", ""Class 4"", ""Class 10""]",9231437478,39185,2011-07-12
271,Mrs. Arjun Barik,Odia,B.Ed,24 years,19,"[""Class 7"", ""Class 3"", ""Class 7"", ""Class 2""]",9397940431,84337,2013-03-06
272,Mrs. Yash Kar,English,B.Ed,13 years,19,"[""Class 2"", ""Class 4"", ""Class 4"", ""Class 10""]",9716599351,41137,2019-02-19
273,Mr. Inaya Patra,English,B.A,23 years,19,"[""Class 4"", ""Class 6""]",9562028630,38456,2018-04-19
274,Ms. Rudra Nayak,English,M.Sc,8 years,19,"[""Class 4"", ""Class 6"", ""Class 8"", ""Class 3""]",9342732988,29577,2023-03-22
275,Mr. Saanvi Mohanty,Mathematics,B.A,7 years,19,"[""Class 7"", ""Class 5""]",9811585811,80016,2014-09-16
276,Mrs. Shivansh Kar,Science,B.Ed,17 years,19,"[""Class 10"", ""Class 2"", ""Class 8"", ""Class 3""]",9110850855,51008,2020-12-28
277,Ms. Shanaya Sahoo,Social Science,B.A,16 years,19,"[""Class 2"", ""Class 8"", ""Class 8"", ""Class 4""]",9321806746,80191,2017-11-04
278,Ms. Om Singh,Mathematics,M.Sc,20 years,19,"[""Class 9"", ""Class 8"", ""Class 7"", ""Class 7""]",9537021889,82615,2006-03-29
279,Ms. Vivaan Kar,Social Science,B.A,20 years,19,"[""Class 3"", ""Class 5""]",9881311650,72548,2007-05-26
280,Ms. Rudra Nayak,Odia,B.Ed,22 years,19,"[""Class 7"", ""Class 3"", ""Class 1""]",9307507833,42650,2014-09-19
281,Mr. Aadhya Das,English,M.A,22 years,19,"[""Class 4"", ""Class 9""]",9626444209,69507,2022-09-13
282,Mrs. Atharv Samantaray,Odia,B.Ed,13 years,19,"[""Class 2"", ""Class 9"", ""Class 4"", ""Class 10""]",9582528478,61866,2012-06-16
283,Mr. Prisha Jena,Computer Science,B.Ed,8 years,19,"[""Class 9"", ""Class 2"", ""Class 4"", ""Class 9""]",9856920096,32048,2007-09-03
284,Mr. Arjun Tripathy,English,M.Sc,21 years,20,"[""Class 4"", ""Class 7"", ""Class 6"", ""Class 7""]",9674561264,47184,2013-03-17
285,Mr. Vihaan Sahu,Mathematics,M.Sc,9 years,20,"[""Class 3"", ""Class 8""]",9263944092,80700,2015-06-23
286,Ms. Rudra Sahoo,Mathematics,B.Sc,13 years,20,"[""Class 4"", ""Class 5"", ""Class 4"", ""Class 4""]",9753183095,51730,2021-06-21
287,Ms. Myra Pradhan,Hindi,M.A,8 years,20,"[""Class 1"", ""Class 6"", ""Class 9""]",9438338767,70498,2016-07-22
288,Ms. Anaya Jena,Odia,B.A,1 years,20,"[""Class 3"", ""Class 6""]",9661568893,79814,2003-03-25
289,Ms. Darsh Das,English,M.A,15 years,20,"[""Class 4"", ""Class 3"", ""Class 2"", ""Class 7""]",9184589633,72188,2016-03-07
290,Ms. Sai Singh,English,B.Sc,16 years,20,"[""Class 9"", ""Class 4"", ""Class 10""]",9730570252,56412,2008-10-07
291,Ms. Myra Maharana,Mathematics,B.Ed,23 years,20,"[""Class 7"", ""Class 8"", ""Class 7""]",9502836442,33866,2010-11-18
292,Ms. Pihu Panda,Mathematics,B.A,19 years,20,"[""Class 3"", ""Class 1"", ""Class 5""]",9856004117,78596,2020-11-22
293,Ms. Jai Barik,Hindi,B.Sc,13 years,20,"[""Class 10"", ""Class 8"", ""Class 7"", ""Class 2""]",9690513146,76512,2020-09-03
294,Mr. Sai Singh,Science,B.Sc,17 years,20,"[""Class 4"", ""Class 3"", ""Class 6"", ""Class 5""]",9515897039,73390,2007-05-17
295,Mrs. Arnav Samantaray,Odia,B.A,7 years,20,"[""Class 10"", ""Class 4"", ""Class 6"", ""Class 2""]",9900671462,47803,2009-12-02
296,Mr. Prisha Tripathy,English,B.Sc,6 years,20,"[""Class 2"", ""Class 1"", ""Class 9""]",9428821083,34029,2009-03-10
297,Ms. Atharv Barik,Mathematics,B.A,1 years,21,"[""Class 9"", ""Class 8"", ""Class 10""]",9940145763,34687,2001-07-06
298,Ms. Krishna Dash,Social Science,B.A,14 years,21,"[""Class 6"", ""Class 6"", ""Class 7"", ""Class 1""]",9724130162,27419,2013-05-07
299,Mr. Pihu Naik,Science,B.Ed,7 years,21,"[""Class 5"", ""Class 5""]",9118705487,79940,2002-02-06
300,Mr. Pari Barik,Social Science,M.A,10 years,21,"[""Class 6"", ""Class 7"", ""Class 4"", ""Class 6""]",9858624164,68889,2004-03-13
301,Mr. Yash Jena,Mathematics,B.Sc,7 years,21,"[""Class 5"", ""Class 5"", ""Class 4""]",9360631159,63691,2002-10-04
302,Ms. Arnav Patra,Hindi,B.A,18 years,21,"[""Class 6"", ""Class 4""]",9283106550,42348,2024-02-18
303,Mr. Kiaan Das,English,B.A,18 years,21,"[""Class 1"", ""Class 8"", ""Class 7"", ""Class 5""]",9456077201,32421,2006-11-03
304,Mrs. Divyansh Patel,Science,B.A,18 years,21,"[""Class 4"", ""Class 6"", ""Class 8""]",9479491169,30461,2022-02-24
305,Mrs. Arnav Parida,Social Science,B.Ed,13 years,21,"[""Class 6"", ""Class 2"", ""Class 9"", ""Class 10""]",9250836101,65133,2002-06-16
306,Ms. Jai Rout,Odia,B.Ed,17 years,21,"[""Class 3"", ""Class 10"", ""Class 6""]",9742756850,84451,2002-05-31
307,Mr. Aryan Patel,Social Science,M.Sc,25 years,21,"[""Class 10"", ""Class 5""]",9704286941,77872,2011-09-22
308,Mr. Myra Nayak,Mathematics,B.Sc,11 years,21,"[""Class 3"", ""Class 4""]",9868869773,32384,2017-03-21
309,Mrs. Samarth Dash,Hindi,B.Ed,3 years,21,"[""Class 7"", ""Class 4"", ""Class 8"", ""Class 4""]",9682772391,59802,2009-12-18
310,Ms. Shaurya Mishra,Hindi,B.Sc,12 years,21,"[""Class 7"", ""Class 7"", ""Class 8"", ""Class 7""]",9916906312,82337,2021-07-02
311,Ms. Anika Lenka,Mathematics,B.A,8 years,21,"[""Class 3"", ""Class 4"", ""Class 4""]",9561650068,26468,2016-03-31
312,Mr. Atharv Maharana,Science,B.Sc,17 years,22,"[""Class 10"", ""Class 10"", ""Class 1""]",9643744924,62438,2022-12-01
313,Mr. Shaurya Dash,Social Science,B.Sc,8 years,22,"[""Class 10"", ""Class 5"", ""Class 10"", ""Class 6""]",9970911665,71296,2023-10-18
314,Mr. Yash Barik,Science,M.A,6 years,22,"[""Class 8"", ""Class 10""]",9105849949,47832,2016-07-03
315,Mr. Harsh Samantaray,Mathematics,B.Ed,13 years,22,"[""Class 8"", ""Class 8"", ""Class 7"", ""Class 6""]",9765338015,42150,2008-09-24
316,Mr. Sai Tripathy,Hindi,M.Sc,17 years,22,"[""Class 7"", ""Class 3"", ""Class 5"", ""Class 3""]",9871398694,54108,2019-12-26
317,Mrs. Avni Samantaray,Odia,B.Ed,16 years,22,"[""Class 8"", ""Class 7"", ""Class 5"", ""Class 8""]",9594659315,41817,2014-07-24
318,Mrs. Sai Mohanty,Mathematics,B.Sc,25 years,22,"[""Class 8"", ""Class 6""]",9648651571,44997,2015-10-05
319,Mrs. Ishaan Behera,English,B.A,8 years,22,"[""Class 2"", ""Class 1"", ""Class 9""]",9489737846,76005,2022-03-04
320,Mrs. Avni Samantaray,Hindi,M.A,8 years,22,"[""Class 3"", ""Class 5"", ""Class 6""]",9973858805,46312,2014-09-14
321,Mr. Shanaya Panda,Science,B.A,6 years,22,"[""Class 9"", ""Class 6"", ""Class 9"", ""Class 5""]",9725215502,35602,2005-06-07
322,Mr. Atharv Das,Computer Science,M.A,23 years,22,"[""Class 2"", ""Class 9""]",9216915233,83541,2016-09-08
323,Mrs. Kiaan Lenka,Odia,B.A,20 years,22,"[""Class 2"", ""Class 9"", ""Class 7""]",9516412663,77746,2004-02-13
324,Mrs. Arnav Naik,Mathematics,B.A,1 years,22,"[""Class 2"", ""Class 9"", ""Class 7"", ""Class 4""]",9826967350,31957,2008-11-15
325,Ms. Shaurya Rout,Science,M.Sc,20 years,22,"[""Class 7"", ""Class 7"", ""Class 7""]",9755582095,82821,2019-01-11
326,Ms. Jai Singh,Hindi,M.A,4 years,22,"[""Class 2"", ""Class 7""]",9958260371,80160,2009-10-10
327,Mr. Shaurya Kumar,Science,B.Ed,5 years,22,"[""Class 5"", ""Class 10"", ""Class 8""]",9951843460,70215,2020-09-25
328,Mr. Kiaan Mallick,Odia,M.Sc,15 years,22,"[""Class 2"", ""Class 9""]",9949373250,67043,2024-04-19
329,Mrs. Shaurya Sahoo,Hindi,B.A,2 years,23,"[""Class 3"", ""Class 7"", ""Class 9""]",9750749532,37109,2012-02-26
330,Mrs. Prisha Rout,Computer Science,B.A,24 years,23,"[""Class 4"", ""Class 5""]",9553006459,79092,2013-06-26
331,Mr. Harsh Patra,English,B.Ed,1 years,23,"[""Class 8"", ""Class 9""]",9233446405,73460,2019-06-03
332,Mrs. Kian Senapati,Mathematics,M.A,3 years,23,"[""Class 7"", ""Class 4""]",9257028520,57178,2013-10-07
333,Mrs. Yash Rout,Odia,M.A,4 years,23,"[""Class 9"", ""Class 4"", ""Class 7""]",9931636728,31592,2003-09-10
334,Mrs. Sai Patra,Odia,B.A,25 years,23,"[""Class 7"", ""Class 8"", ""Class 2""]",9661319588,77951,2024-07-29
335,Mrs. Navya Rout,Computer Science,B.Sc,13 years,23,"[""Class 5"", ""Class 2"", ""Class 2"", ""Class 9""]",9172825476,29005,2002-07-31
336,Ms. Saanvi Mohapatra,Social Science,B.A,5 years,23,"[""Class 7"", ""Class 4""]",9817015905,75557,2020-02-02
337,Mr. Aanya Parida,Science,M.A,24 years,23,"[""Class 8"", ""Class 4"", ""Class 6""]",9717677463,59349,2016-01-19
338,Mr. Darsh Samantaray,Hindi,B.Ed,13 years,23,"[""Class 2"", ""Class 2"", ""Class 1""]",9271015914,52106,2019-09-14
339,Mr. Vedant Das,Science,B.Sc,18 years,23,"[""Class 5"", ""Class 5"", ""Class 9""]",9366120684,58366,2014-10-27
340,Ms. Saanvi Naik,Science,M.Sc,3 years,23,"[""Class 1"", ""Class 4"", ""Class 8""]",9621425748,79232,2019-04-04
341,Mr. Pari Sharma,Science,B.Ed,4 years,23,"[""Class 7"", ""Class 3"", ""Class 5""]",9180440768,72414,2020-07-03
342,Ms. Pihu Sahoo,Computer Science,M.A,19 years,23,"[""Class 5"", ""Class 7"", ""Class 2"", ""Class 5""]",9274265280,68232,2013-06-13
343,Mr. Harsh Mishra,Mathematics,B.Sc,24 years,23,"[""Class 3"", ""Class 2"", ""Class 7"", ""Class 4""]",9210566226,44588,2005-02-20
344,Mr. Vedant Sahu,Mathematics,B.A,7 years,23,"[""Class 1"", ""Class 6"", ""Class 7""]",9176638476,31826,2024-05-02
345,Mr. Shaurya Swain,English,B.A,2 years,23,"[""Class 1"", ""Class 8"", ""Class 2"", ""Class 3""]",9761196465,25244,2009-05-18
346,Ms. Navya Senapati,English,B.A,6 years,23,"[""Class 3"", ""Class 10"", ""Class 3""]",9198666908,27996,2003-07-16
347,Mr. Harsh Parida,Hindi,B.Sc,17 years,23,"[""Class 1"", ""Class 8"", ""Class 3""]",9368616222,32463,2012-06-15
348,Mr. Atharv Lenka,Odia,M.Sc,21 years,23,"[""Class 8"", ""Class 3"", ""Class 8""]",9210554523,82611,2001-01-20
349,Mr. Avni Kumar,Social Science,B.Ed,19 years,24,"[""Class 8"", ""Class 7""]",9812974222,48244,2020-10-24
350,Mrs. Neil Sahu,Mathematics,M.Sc,24 years,24,"[""Class 5"", ""Class 3"", ""Class 7""]",9147579210,74200,2013-08-31
351,Ms. Vivaan Dash,Science,B.Ed,16 years,24,"[""Class 10"", ""Class 1"", ""Class 8"", ""Class 6""]",9938516660,37952,2012-11-19
352,Ms. Harsh Mohapatra,Social Science,B.Ed,11 years,24,"[""Class 6"", ""Class 2"", ""Class 2""]",9743797305,50238,2021-04-12
353,Ms. Kabir Behera,Odia,B.A,23 years,24,"[""Class 6"", ""Class 6"", ""Class 6""]",9163817711,72940,2012-06-13
354,Mrs. Om Patel,English,B.A,12 years,24,"[""Class 3"", ""Class 9"", ""Class 4""]",9884402731,78211,2020-04-23
355,Mrs. Om Biswal,Mathematics,M.Sc,14 years,24,"[""Class 5"", ""Class 6"", ""Class 5""]",9606865750,39526,2003-09-30
356,Ms. Kiaan Samantaray,Science,B.Ed,10 years,24,"[""Class 10"", ""Class 1"", ""Class 9""]",9146062865,57529,2008-08-03
357,Ms. Saanvi Senapati,English,B.Sc,23 years,24,"[""Class 7"", ""Class 1""]",9538633440,38055,2001-02-23
358,Mrs. Arjun Panda,Social Science,M.A,16 years,24,"[""Class 1"", ""Class 1"", ""Class 8"", ""Class 2""]",9579733087,44294,2012-02-20
359,Ms. Darsh Singh,Social Science,B.Sc,2 years,24,"[""Class 4"", ""Class 9"", ""Class 7""]",9974014522,76329,2015-06-19
360,Mr. Jai Patel,Odia,B.A,8 years,24,"[""Class 6"", ""Class 2"", ""Class 10"", ""Class 3""]",9892804003,28649,2015-07-15
361,Ms. Aadhya Mishra,Social Science,B.A,10 years,24,"[""Class 8"", ""Class 4"", ""Class 10"", ""Class 5""]",9481069305,59952,2011-08-24
362,Ms. Shivansh Senapati,Mathematics,B.Sc,7 years,24,"[""Class 5"", ""Class 1"", ""Class 4"", ""Class 7""]",9119663147,67282,2005-10-19
363,Mrs. Raghav Dash,Computer Science,B.A,1 years,24,"[""Class 3"", ""Class 7"", ""Class 6""]",9540637749,84567,2006-12-29
364,Mrs. Abhinav Behera,Social Science,B.A,16 years,24,"[""Class 9"", ""Class 2""]",9867176329,50474,2018-04-14
365,Ms. Navya Singh,Mathematics,M.A,21 years,24,"[""Class 9"", ""Class 9""]",9256495585,84256,2010-07-15
366,Mrs. Kabir Sahu,Odia,B.Sc,17 years,24,"[""Class 5"", ""Class 2""]",9128659658,38301,2010-01-20
367,Mrs. Navya Mishra,Odia,M.A,22 years,24,"[""Class 6"", ""Class 6"", ""Class 4"", ""Class 4""]",9332663527,44702,2013-05-02
368,Mr. Dev Kar,Science,M.A,22 years,25,"[""Class 7"", ""Class 2"", ""Class 5"", ""Class 10""]",9979310472,57480,2001-01-22
369,Mr. Kavya Sahoo,Science,M.A,18 years,25,"[""Class 2"", ""Class 5"", ""Class 6"", ""Class 7""]",9974886108,41167,2001-05-08
370,Mrs. Aanya Mallick,Odia,B.Ed,20 years,25,"[""Class 4"", ""Class 1"", ""Class 1""]",9279926780,70820,2021-09-08
371,Mrs. Pari Sahoo,Hindi,M.Sc,9 years,25,"[""Class 1"", ""Class 2"", ""Class 8""]",9199400520,72676,2007-07-20
372,Ms. Harsh Barik,Computer Science,M.A,6 years,25,"[""Class 4"", ""Class 1""]",9616882652,47995,2009-11-18
373,Mr. Arjun Naik,Social Science,M.A,17 years,25,"[""Class 2"", ""Class 7"", ""Class 4""]",9706306333,25317,2015-11-28
374,Mrs. Aditya Mallick,Mathematics,M.Sc,11 years,25,"[""Class 8"", ""Class 8"", ""Class 8""]",9835230405,35131,2003-07-08
375,Ms. Ishaan Swain,Mathematics,M.Sc,18 years,25,"[""Class 2"", ""Class 9"", ""Class 2""]",9235989382,60103,2022-07-20
376,Mr. Anika Kar,Science,B.Ed,16 years,25,"[""Class 5"", ""Class 10"", ""Class 7"", ""Class 8""]",9200135523,41744,2002-07-04
377,Ms. Saanvi Dash,Odia,M.A,4 years,25,"[""Class 9"", ""Class 3"", ""Class 9"", ""Class 9""]",9416389202,81716,2004-01-30
378,Ms. Pihu Maharana,Social Science,B.Ed,21 years,25,"[""Class 9"", ""Class 3""]",9262561058,71531,2023-10-05
379,Mr. Shanaya Swain,Hindi,B.A,2 years,25,"[""Class 2"", ""Class 3"", ""Class 4"", ""Class 8""]",9184723860,39596,2009-05-10
380,Ms. Diya Mohapatra,Computer Science,B.A,23 years,25,"[""Class 3"", ""Class 10"", ""Class 1""]",9569292272,72402,2002-11-27
381,Ms. Myra Barik,Odia,M.A,13 years,25,"[""Class 10"", ""Class 10"", ""Class 8"", ""Class 1""]",9159370094,50697,2020-07-05
382,Mrs. Rishabh Lenka,Hindi,M.A,3 years,25,"[""Class 3"", ""Class 5"", ""Class 5""]",9145326387,71157,2014-03-22
383,Ms. Anika Parida,Science,B.Sc,12 years,25,"[""Class 10"", ""Class 6"", ""Class 3"", ""Class 4""]",9749565078,73193,2006-08-28
384,Mr. Shivansh Swain,Hindi,M.Sc,8 years,25,"[""Class 8"", ""Class 3""]",9610203337,81003,2014-01-29
385,Ms. Ayaan Maharana,Mathematics,B.Ed,4 years,26,"[""Class 2"", ""Class 1"", ""Class 8"", ""Class 5""]",9688218646,33718,2020-04-22
386,Ms. Anaya Senapati,Science,B.A,8 years,26,"[""Class 9"", ""Class 9"", ""Class 2"", ""Class 6""]",9645743642,36650,2009-07-31
387,Mr. Rudra Das,Science,B.Ed,15 years,26,"[""Class 4"", ""Class 10""]",9858303290,35612,2020-05-21
388,Ms. Jai Singh,Social Science,M.Sc,25 years,26,"[""Class 10"", ""Class 9""]",9895940843,44260,2005-05-21
